NEW ENTRY
T: 70.05F | Pitch: 3.48 | Roll: 9.0 | Yaw: 0.85
T: 71.83F | Pitch: -0.44 | Roll: 5.26 | Yaw: 0.83
T: 72.7F | Pitch: 1.57 | Roll: 1.38 | Yaw: 0.21
T: 71.18F | Pitch: 3.26 | Roll: 1.45 | Yaw: -0.55
T: 69.45F | Pitch: 4.26 | Roll: 1.79 | Yaw: -0.61
T: 66.91F | Pitch: -4.7 | Roll: 0.22 | Yaw: 0.78
T: 74.39F | Pitch: -3.73 | Roll: 5.6 | Yaw: 0.39
T: 38.98F | Pitch: -15.08 | Roll: 10.49 | Yaw: 0.28
T: 66.89F | Pitch: -3.22 | Roll: 6.24 | Yaw: -0.66
T: 71.46F | Pitch: -1.71 | Roll: 2.33 | Yaw: -0.71
T: 68.89F | Pitch: 2.06 | Roll: 9.38 | Yaw: 0.23
T: 70.32F | Pitch: 2.3 | Roll: 3.45 | Yaw: 0.11
T: 68.2F | Pitch: -2.56 | Roll: 8.79 | Yaw: 0.19
T: 72.97F | Pitch: 1.11 | Roll: 1.76 | Yaw: 0.69
T: 70.74F | Pitch: -3.78 | Roll: 1.27 | Yaw: -0.46
T: 68.84F | Pitch: -2.97 | Roll: 9.86 | Yaw: 0.28
T: 74.08F | Pitch: -1.38 | Roll: 2.59 | Yaw: -0.59
T: 70.05F | Pitch: -2.57 | Roll: 7.58 | Yaw: 0.52
T: 66.06F | Pitch: -2.83 | Roll: 9.16 | Yaw: -0.74
T: 40.98F | Pitch: -20.18 | Roll: 5.5 | Yaw: -0.55
T: 67.04F | Pitch: 0.82 | Roll: 4.64 | Yaw: -0.83
T: 70.76F | Pitch: -0.71 | Roll: 3.44 | Yaw: -0.82
T: 68.08F | Pitch: 3.41 | Roll: 3.66 | Yaw: 0.34
T: 67.93F | Pitch: -4.95 | Roll: 9.17 | Yaw: 0.01
T: 73.7F | Pitch: -2.89 | Roll: 5.96 | Yaw: 0.86
T: 66.24F | Pitch: -3.26 | Roll: 9.15 | Yaw: -0.64
T: 73.89F | Pitch: -2.71 | Roll: 2.42 | Yaw: -0.35
T: 65.08F | Pitch: -0.08 | Roll: 0.91 | Yaw: 0.76
T: 65.07F | Pitch: 4.68 | Roll: 7.8 | Yaw: 0.24
T: 65.22F | Pitch: -1.67 | Roll: 4.6 | Yaw: 0.47
T: 72.13F | Pitch: -4.81 | Roll: 2.72 | Yaw: 0.51
T: 73.18F | Pitch: 4.64 | Roll: 1.08 | Yaw: -0.96
T: 66.55F | Pitch: 4.13 | Roll: 0.68 | Yaw: 1.0
T: 72.44F | Pitch: -0.8 | Roll: 6.96 | Yaw: -0.1
T: 67.4F | Pitch: 0.56 | Roll: 0.59 | Yaw: 0.23
T: 74.55F | Pitch: 4.21 | Roll: 4.56 | Yaw: -0.73
T: 68.74F | Pitch: -3.99 | Roll: 6.79 | Yaw: -0.31
T: 74.37F | Pitch: -4.51 | Roll: 1.35 | Yaw: 0.69
T: 71.81F | Pitch: 1.56 | Roll: 9.11 | Yaw: 0.89
T: 74.13F | Pitch: -3.14 | Roll: 7.71 | Yaw: -0.54
T: 72.78F | Pitch: 0.72 | Roll: 0.04 | Yaw: 0.78
T: 69.4F | Pitch: -2.06 | Roll: 4.71 | Yaw: -0.77
T: 74.12F | Pitch: 4.76 | Roll: 1.21 | Yaw: 0.5
T: 102.09F | Pitch: 12.1 | Roll: -6.65 | Yaw: -2.98
T: 30.36F | Pitch: 21.92 | Roll: 15.29 | Yaw: 3.02
T: 69.46F | Pitch: -4.62 | Roll: 1.82 | Yaw: 0.68
T: 72.75F | Pitch: -4.98 | Roll: 6.73 | Yaw: 0.12
T: 72.18F | Pitch: -3.14 | Roll: 3.96 | Yaw: -0.95
T: 67.56F | Pitch: -3.24 | Roll: 4.01 | Yaw: -0.76
T: 68.77F | Pitch: -3.45 | Roll: 4.26 | Yaw: 0.58
T: 65.02F | Pitch: 0.21 | Roll: 5.55 | Yaw: -0.91
T: 74.03F | Pitch: -3.35 | Roll: 9.24 | Yaw: -0.63
T: 107.58F | Pitch: -10.64 | Roll: -0.44 | Yaw: -1.11
T: 67.48F | Pitch: -0.95 | Roll: 2.23 | Yaw: 0.22
T: 70.54F | Pitch: -3.05 | Roll: 9.14 | Yaw: -0.51
T: 67.53F | Pitch: 0.15 | Roll: 3.27 | Yaw: -0.57
T: 117.94F | Pitch: 24.9 | Roll: -6.74 | Yaw: 1.49
T: 70.23F | Pitch: 1.86 | Roll: 2.76 | Yaw: -0.18
T: 69.14F | Pitch: -1.23 | Roll: 1.08 | Yaw: -0.57
T: 65.73F | Pitch: 1.36 | Roll: 6.53 | Yaw: 0.25
T: 67.2F | Pitch: -4.94 | Roll: 4.09 | Yaw: 0.82
T: 33.4F | Pitch: 1.83 | Roll: -1.59 | Yaw: -1.01
T: 66.53F | Pitch: -4.35 | Roll: 4.57 | Yaw: 0.09
T: 66.81F | Pitch: -1.53 | Roll: 0.59 | Yaw: 0.06
T: 69.31F | Pitch: 0.58 | Roll: 4.63 | Yaw: 0.61
T: 72.01F | Pitch: -2.52 | Roll: 4.52 | Yaw: -0.59
T: 67.79F | Pitch: -0.38 | Roll: 8.77 | Yaw: 0.02
T: 66.2F | Pitch: -0.74 | Roll: 7.45 | Yaw: -0.03
T: 69.64F | Pitch: 2.63 | Roll: 4.69 | Yaw: 0.5
T: 65.95F | Pitch: -1.49 | Roll: 0.95 | Yaw: -0.93
T: 72.05F | Pitch: -2.54 | Roll: 9.61 | Yaw: -0.99
T: 74.59F | Pitch: 1.78 | Roll: 1.39 | Yaw: 0.94
T: 72.39F | Pitch: -3.73 | Roll: 9.98 | Yaw: -0.08
T: 74.82F | Pitch: 0.02 | Roll: 5.82 | Yaw: -0.45
T: 74.54F | Pitch: -4.69 | Roll: 3.05 | Yaw: -0.74
T: 69.66F | Pitch: -2.28 | Roll: 3.91 | Yaw: -0.13
T: 72.28F | Pitch: 3.79 | Roll: 9.78 | Yaw: -0.2
T: 66.73F | Pitch: -1.58 | Roll: 3.86 | Yaw: -0.02
T: 74.68F | Pitch: -0.28 | Roll: 4.79 | Yaw: -0.12
T: 72.05F | Pitch: 0.38 | Roll: 5.78 | Yaw: -0.45
T: 74.5F | Pitch: 0.41 | Roll: 3.01 | Yaw: 0.18
T: 66.36F | Pitch: -0.07 | Roll: 8.93 | Yaw: 0.19
T: 67.51F | Pitch: 2.63 | Roll: 4.88 | Yaw: 0.65
T: 66.92F | Pitch: 1.38 | Roll: 6.91 | Yaw: 0.9
T: 68.39F | Pitch: 1.83 | Roll: 4.14 | Yaw: 0.43
T: 65.47F | Pitch: -4.04 | Roll: 3.44 | Yaw: -0.46
T: 49.59F | Pitch: 10.88 | Roll: 21.99 | Yaw: 2.58
T: 65.92F | Pitch: -1.4 | Roll: 3.4 | Yaw: 0.19
T: 65.9F | Pitch: 0.03 | Roll: 6.77 | Yaw: 0.98
T: 67.2F | Pitch: 1.49 | Roll: 8.8 | Yaw: -0.69
T: 74.97F | Pitch: 0.07 | Roll: 1.66 | Yaw: 0.83
T: 74.02F | Pitch: 1.77 | Roll: 5.74 | Yaw: 0.31
T: 68.82F | Pitch: -3.23 | Roll: 0.41 | Yaw: 0.73
T: 65.53F | Pitch: 0.5 | Roll: 2.29 | Yaw: 0.66
T: 70.66F | Pitch: 4.43 | Roll: 6.65 | Yaw: -0.82
T: 68.41F | Pitch: 0.29 | Roll: 8.19 | Yaw: 0.78
T: 74.0F | Pitch: 1.2 | Roll: 4.11 | Yaw: -0.72
T: 70.41F | Pitch: 1.34 | Roll: 0.24 | Yaw: -0.2
T: 69.93F | Pitch: 2.9 | Roll: 4.45 | Yaw: -0.86
T: 68.19F | Pitch: 1.57 | Roll: 0.34 | Yaw: 0.97
T: 100.28F | Pitch: -1.07 | Roll: 6.94 | Yaw: -1.84
T: 70.04F | Pitch: 1.15 | Roll: 9.1 | Yaw: -0.77
T: 68.07F | Pitch: 2.79 | Roll: 4.54 | Yaw: 0.63
T: 45.16F | Pitch: -22.15 | Roll: 13.45 | Yaw: 2.68
T: 68.23F | Pitch: 0.98 | Roll: 2.17 | Yaw: 0.38
T: 68.08F | Pitch: -4.74 | Roll: 8.89 | Yaw: 0.48
T: 71.35F | Pitch: -0.16 | Roll: 7.61 | Yaw: -0.74
T: 67.22F | Pitch: -1.14 | Roll: 8.59 | Yaw: -0.2
T: 66.27F | Pitch: 1.34 | Roll: 9.01 | Yaw: -0.93
T: 66.57F | Pitch: 4.05 | Roll: 9.15 | Yaw: 0.63
T: 66.42F | Pitch: 0.54 | Roll: 1.37 | Yaw: 0.83
T: 72.54F | Pitch: 2.36 | Roll: 0.12 | Yaw: -0.98
T: 67.59F | Pitch: -1.98 | Roll: 8.09 | Yaw: 0.03
T: 70.63F | Pitch: -0.75 | Roll: 9.64 | Yaw: 0.42
T: 74.03F | Pitch: -2.98 | Roll: 9.91 | Yaw: 0.44
T: 72.7F | Pitch: 0.97 | Roll: 2.76 | Yaw: -0.93
T: 73.13F | Pitch: 2.85 | Roll: 0.95 | Yaw: -0.97
T: 70.19F | Pitch: 0.97 | Roll: 7.3 | Yaw: -0.91
T: 33.79F | Pitch: 12.06 | Roll: 6.02 | Yaw: -2.5
T: 68.09F | Pitch: 4.53 | Roll: 7.42 | Yaw: -0.03
T: 67.92F | Pitch: -2.39 | Roll: 8.12 | Yaw: -0.23
T: 70.89F | Pitch: 1.28 | Roll: 2.88 | Yaw: -0.95
T: 72.29F | Pitch: 4.11 | Roll: 2.42 | Yaw: -0.53
T: 65.33F | Pitch: 4.99 | Roll: 3.82 | Yaw: 0.62
T: 66.74F | Pitch: -3.95 | Roll: 7.83 | Yaw: 0.96
T: 74.68F | Pitch: 0.56 | Roll: 8.96 | Yaw: -0.96
T: 67.85F | Pitch: -4.58 | Roll: 2.34 | Yaw: 0.05
T: 72.94F | Pitch: -4.84 | Roll: 8.68 | Yaw: 0.19
T: 67.82F | Pitch: 3.4 | Roll: 9.17 | Yaw: -0.9
T: 74.32F | Pitch: -4.68 | Roll: 2.9 | Yaw: -0.43
T: 68.49F | Pitch: -0.64 | Roll: 5.65 | Yaw: 0.49
T: 68.44F | Pitch: -1.97 | Roll: 7.3 | Yaw: 1.0
T: 69.68F | Pitch: -4.98 | Roll: 1.29 | Yaw: -0.45
T: 37.59F | Pitch: 13.24 | Roll: 28.88 | Yaw: -1.16
T: 74.37F | Pitch: 0.61 | Roll: 2.57 | Yaw: 0.63
T: 68.39F | Pitch: 2.76 | Roll: 2.28 | Yaw: -0.46
T: 49.88F | Pitch: -3.82 | Roll: 25.78 | Yaw: -1.72
T: 67.61F | Pitch: 1.97 | Roll: 1.14 | Yaw: -0.03
T: 74.89F | Pitch: -4.36 | Roll: 3.87 | Yaw: -0.02
T: 74.04F | Pitch: 4.44 | Roll: 7.35 | Yaw: 0.6
T: 67.88F | Pitch: 3.13 | Roll: 0.39 | Yaw: -0.47
T: 73.02F | Pitch: -4.31 | Roll: 0.62 | Yaw: 0.41
T: 65.07F | Pitch: -4.4 | Roll: 9.22 | Yaw: 0.57
T: 65.49F | Pitch: -4.9 | Roll: 8.48 | Yaw: -0.71
T: 68.64F | Pitch: 4.46 | Roll: 9.25 | Yaw: -0.92
T: 69.17F | Pitch: 2.22 | Roll: 0.79 | Yaw: -0.88
T: 67.49F | Pitch: -1.87 | Roll: 8.65 | Yaw: 0.32
T: 74.75F | Pitch: -0.29 | Roll: 6.32 | Yaw: 0.95
T: 65.9F | Pitch: 4.14 | Roll: 0.38 | Yaw: 0.57
T: 68.56F | Pitch: -2.36 | Roll: 0.15 | Yaw: 0.46
T: 67.62F | Pitch: 0.14 | Roll: 3.1 | Yaw: -0.89
T: 73.71F | Pitch: -0.93 | Roll: 8.2 | Yaw: 0.33
T: 67.14F | Pitch: -2.62 | Roll: 8.44 | Yaw: -0.89
T: 71.96F | Pitch: -4.76 | Roll: 5.97 | Yaw: -0.79
T: 67.36F | Pitch: 1.43 | Roll: 1.62 | Yaw: -0.95
T: 66.16F | Pitch: -2.06 | Roll: 4.72 | Yaw: 0.91
T: 66.84F | Pitch: 1.87 | Roll: 5.94 | Yaw: 0.54
T: 68.7F | Pitch: 0.47 | Roll: 9.29 | Yaw: 0.39
T: 67.41F | Pitch: 2.59 | Roll: 2.7 | Yaw: 0.82
T: 74.96F | Pitch: 0.28 | Roll: 7.24 | Yaw: -0.85
T: 72.74F | Pitch: -0.5 | Roll: 9.25 | Yaw: 0.69
T: 73.43F | Pitch: 4.28 | Roll: 9.3 | Yaw: -0.87
T: 68.85F | Pitch: 2.47 | Roll: 3.58 | Yaw: -0.9
T: 70.26F | Pitch: 2.46 | Roll: 3.7 | Yaw: -0.26
T: 65.2F | Pitch: 1.45 | Roll: 6.23 | Yaw: 0.87
T: 67.63F | Pitch: -4.87 | Roll: 6.57 | Yaw: -0.16
T: 73.82F | Pitch: -4.05 | Roll: 7.84 | Yaw: -0.43
T: 71.7F | Pitch: 4.42 | Roll: 3.4 | Yaw: 0.62
T: 74.93F | Pitch: 2.28 | Roll: 1.51 | Yaw: 0.16
T: 44.32F | Pitch: -17.72 | Roll: -4.57 | Yaw: -1.35
T: 43.64F | Pitch: 9.18 | Roll: 25.54 | Yaw: -4.87
T: 74.16F | Pitch: 1.56 | Roll: 1.93 | Yaw: -0.01
T: 74.72F | Pitch: -2.13 | Roll: 7.75 | Yaw: 0.41
T: 72.83F | Pitch: -1.32 | Roll: 1.76 | Yaw: -0.47
T: 74.09F | Pitch: 4.38 | Roll: 2.53 | Yaw: 0.45
T: 73.51F | Pitch: 1.47 | Roll: 1.27 | Yaw: -0.09
T: 74.46F | Pitch: -4.76 | Roll: 2.77 | Yaw: -0.19
T: 95.5F | Pitch: -2.17 | Roll: 6.63 | Yaw: 2.14
T: 66.36F | Pitch: -0.31 | Roll: 3.77 | Yaw: 0.44
T: 67.1F | Pitch: -0.79 | Roll: 2.61 | Yaw: 0.22
T: 70.45F | Pitch: 1.01 | Roll: 9.51 | Yaw: 0.68
T: 71.39F | Pitch: -0.96 | Roll: 5.93 | Yaw: 0.03
T: 66.28F | Pitch: 4.86 | Roll: 1.89 | Yaw: -0.93
T: 65.89F | Pitch: 0.21 | Roll: 9.18 | Yaw: 0.8
T: 67.82F | Pitch: -1.52 | Roll: 4.55 | Yaw: -0.57
T: 69.73F | Pitch: 2.67 | Roll: 5.91 | Yaw: -0.2
T: 71.58F | Pitch: -3.04 | Roll: 8.45 | Yaw: -0.87
T: 71.85F | Pitch: 2.32 | Roll: 2.15 | Yaw: -0.23
T: 67.28F | Pitch: 0.99 | Roll: 6.63 | Yaw: -0.73
T: 71.79F | Pitch: 0.79 | Roll: 0.14 | Yaw: -0.62
T: 72.25F | Pitch: -3.97 | Roll: 8.61 | Yaw: 0.42
T: 73.73F | Pitch: -0.05 | Roll: 1.68 | Yaw: -0.5
T: 74.4F | Pitch: 0.92 | Roll: 9.97 | Yaw: 0.63
T: 74.45F | Pitch: -1.49 | Roll: 3.09 | Yaw: 0.56
T: 72.54F | Pitch: 4.99 | Roll: 0.84 | Yaw: 0.01
T: 72.32F | Pitch: -4.87 | Roll: 4.86 | Yaw: -1.0
T: 68.81F | Pitch: 3.0 | Roll: 9.92 | Yaw: 0.9
T: 74.27F | Pitch: -1.01 | Roll: 2.83 | Yaw: -0.6
T: 67.9F | Pitch: -2.39 | Roll: 6.92 | Yaw: -0.73
T: 74.31F | Pitch: 4.06 | Roll: 2.69 | Yaw: -0.67
T: 69.33F | Pitch: 0.4 | Roll: 0.42 | Yaw: 0.12
T: 65.56F | Pitch: -2.23 | Roll: 1.28 | Yaw: -0.56
T: 71.71F | Pitch: 4.88 | Roll: 5.34 | Yaw: 0.69
T: 73.47F | Pitch: 2.02 | Roll: 9.93 | Yaw: -0.75
T: 67.62F | Pitch: 2.65 | Roll: 6.71 | Yaw: 0.74
T: 67.62F | Pitch: 2.25 | Roll: 7.58 | Yaw: -0.58
T: 105.09F | Pitch: -11.43 | Roll: 28.14 | Yaw: 3.39
T: 65.76F | Pitch: -0.6 | Roll: 1.47 | Yaw: -0.33
T: 72.19F | Pitch: -1.29 | Roll: 4.01 | Yaw: -0.05
T: 69.77F | Pitch: 4.92 | Roll: 9.79 | Yaw: 0.99
T: 72.63F | Pitch: 3.27 | Roll: 7.05 | Yaw: 0.42
T: 71.11F | Pitch: -0.96 | Roll: 2.2 | Yaw: 0.49
T: 72.62F | Pitch: -1.95 | Roll: 5.72 | Yaw: 0.08
T: 73.73F | Pitch: 4.26 | Roll: 5.03 | Yaw: 0.84
T: 70.42F | Pitch: 4.7 | Roll: 9.54 | Yaw: 0.85
T: 69.27F | Pitch: 0.16 | Roll: 9.97 | Yaw: -0.56
T: 72.06F | Pitch: -2.16 | Roll: 4.11 | Yaw: -0.43
T: 71.04F | Pitch: 2.39 | Roll: 5.22 | Yaw: -0.11
T: 69.58F | Pitch: 2.67 | Roll: 4.4 | Yaw: -0.7
T: 74.43F | Pitch: 2.01 | Roll: 1.32 | Yaw: 0.29
T: 70.62F | Pitch: 0.48 | Roll: 7.42 | Yaw: 0.79
T: 67.1F | Pitch: 0.38 | Roll: 6.39 | Yaw: 0.74
T: 66.66F | Pitch: -1.67 | Roll: 4.91 | Yaw: 0.47
T: 72.5F | Pitch: -2.5 | Roll: 7.02 | Yaw: -0.24
T: 70.28F | Pitch: 2.76 | Roll: 5.35 | Yaw: -0.22
T: 68.79F | Pitch: -3.73 | Roll: 3.06 | Yaw: -0.72
T: 67.5F | Pitch: 4.28 | Roll: 2.32 | Yaw: 0.06
T: 73.95F | Pitch: 2.02 | Roll: 7.46 | Yaw: -0.79
T: 70.49F | Pitch: 2.29 | Roll: 0.16 | Yaw: -0.48
T: 73.13F | Pitch: -4.62 | Roll: 2.15 | Yaw: 0.6
T: 73.17F | Pitch: -2.03 | Roll: 9.76 | Yaw: 0.64
T: 67.89F | Pitch: 2.17 | Roll: 0.27 | Yaw: -0.87
T: 71.0F | Pitch: -3.64 | Roll: 9.59 | Yaw: -0.54
T: 32.28F | Pitch: -14.95 | Roll: 24.13 | Yaw: -3.74
T: 65.59F | Pitch: -2.62 | Roll: 9.36 | Yaw: -0.64
T: 68.52F | Pitch: -3.07 | Roll: 9.43 | Yaw: 0.02
T: 67.52F | Pitch: -2.86 | Roll: 5.69 | Yaw: 0.66
T: 73.64F | Pitch: 1.96 | Roll: 6.53 | Yaw: 0.91
T: 69.73F | Pitch: -0.89 | Roll: 0.88 | Yaw: -0.33
T: 65.05F | Pitch: -4.55 | Roll: 7.38 | Yaw: 0.19
T: 74.0F | Pitch: -0.68 | Roll: 5.1 | Yaw: -0.46
T: 65.99F | Pitch: -3.63 | Roll: 8.35 | Yaw: -0.19
T: 69.14F | Pitch: -1.63 | Roll: 2.09 | Yaw: 0.43
T: 69.36F | Pitch: -3.47 | Roll: 1.74 | Yaw: 0.77
T: 73.68F | Pitch: -0.31 | Roll: 3.27 | Yaw: 0.08
T: 67.33F | Pitch: 2.67 | Roll: 7.92 | Yaw: 0.41
T: 115.9F | Pitch: -6.87 | Roll: -7.31 | Yaw: -1.71
T: 65.88F | Pitch: 2.02 | Roll: 6.4 | Yaw: 0.41
T: 67.79F | Pitch: -4.57 | Roll: 5.45 | Yaw: -0.14
T: 68.7F | Pitch: 0.68 | Roll: 8.14 | Yaw: 0.63
T: 73.79F | Pitch: -4.73 | Roll: 4.28 | Yaw: 0.89
T: 71.62F | Pitch: 1.27 | Roll: 9.3 | Yaw: 0.39
T: 69.5F | Pitch: 0.93 | Roll: 5.59 | Yaw: 0.13
T: 72.69F | Pitch: 4.81 | Roll: 9.18 | Yaw: 0.71
T: 70.7F | Pitch: 0.65 | Roll: 8.47 | Yaw: 0.99
T: 70.88F | Pitch: 4.44 | Roll: 7.38 | Yaw: -0.84
T: 71.38F | Pitch: -4.0 | Roll: 0.43 | Yaw: 0.67
T: 69.72F | Pitch: 2.08 | Roll: 8.4 | Yaw: -0.34
T: 69.97F | Pitch: -3.56 | Roll: 8.07 | Yaw: -0.95
T: 65.28F | Pitch: 1.87 | Roll: 6.34 | Yaw: 0.9
T: 70.74F | Pitch: -3.34 | Roll: 3.31 | Yaw: 0.8
T: 70.37F | Pitch: 4.54 | Roll: 9.53 | Yaw: -0.13
T: 67.39F | Pitch: 2.72 | Roll: 3.93 | Yaw: -0.66
T: 74.48F | Pitch: -2.94 | Roll: 4.66 | Yaw: -0.13
T: 66.08F | Pitch: -1.42 | Roll: 2.85 | Yaw: 0.65
T: 74.47F | Pitch: -4.09 | Roll: 0.87 | Yaw: 0.56
T: 65.54F | Pitch: 0.99 | Roll: 6.65 | Yaw: 0.85
T: 69.71F | Pitch: 2.89 | Roll: 0.89 | Yaw: 0.23
T: 74.7F | Pitch: 3.52 | Roll: 8.31 | Yaw: 0.08
T: 73.91F | Pitch: -2.89 | Roll: 3.59 | Yaw: 0.56
T: 72.75F | Pitch: -1.76 | Roll: 1.11 | Yaw: -0.03
T: 66.43F | Pitch: 2.77 | Roll: 5.21 | Yaw: -0.55
T: 71.02F | Pitch: 0.67 | Roll: 1.04 | Yaw: 0.23
T: 68.1F | Pitch: 3.5 | Roll: 1.17 | Yaw: 0.92
T: 65.89F | Pitch: 3.67 | Roll: 4.56 | Yaw: -0.52
T: 74.28F | Pitch: -2.88 | Roll: 8.36 | Yaw: 0.92
T: 74.71F | Pitch: 3.3 | Roll: 9.46 | Yaw: -0.3
T: 72.17F | Pitch: -0.47 | Roll: 6.18 | Yaw: 0.28
T: 70.6F | Pitch: -1.56 | Roll: 5.44 | Yaw: -0.98
T: 73.31F | Pitch: 1.06 | Roll: 7.64 | Yaw: -0.03
T: 72.24F | Pitch: -0.68 | Roll: 5.86 | Yaw: -0.46
T: 71.87F | Pitch: 3.38 | Roll: 8.5 | Yaw: -0.99
T: 68.01F | Pitch: -3.89 | Roll: 8.49 | Yaw: 0.58
T: 102.46F | Pitch: 6.91 | Roll: 15.44 | Yaw: -4.48
T: 68.95F | Pitch: -4.08 | Roll: 5.73 | Yaw: -0.44
T: 70.07F | Pitch: -0.1 | Roll: 3.88 | Yaw: -0.17
T: 69.56F | Pitch: 3.61 | Roll: 0.21 | Yaw: 0.98
T: 74.46F | Pitch: -4.39 | Roll: 8.57 | Yaw: -0.34
T: 71.9F | Pitch: 4.59 | Roll: 9.54 | Yaw: -0.63
T: 69.12F | Pitch: 1.02 | Roll: 8.75 | Yaw: -0.1
T: 69.33F | Pitch: -4.68 | Roll: 6.89 | Yaw: -0.65
T: 68.55F | Pitch: -2.93 | Roll: 2.94 | Yaw: -0.84
T: 71.05F | Pitch: -0.97 | Roll: 3.89 | Yaw: 0.33
T: 67.54F | Pitch: 0.53 | Roll: 3.76 | Yaw: 0.68
T: 73.55F | Pitch: 1.68 | Roll: 5.59 | Yaw: -0.76
T: 68.11F | Pitch: -2.87 | Roll: 9.68 | Yaw: 0.05
T: 73.33F | Pitch: -4.39 | Roll: 7.9 | Yaw: 0.34
T: 65.68F | Pitch: -2.13 | Roll: 6.41 | Yaw: -0.4
T: 65.38F | Pitch: -0.7 | Roll: 5.58 | Yaw: -0.53
T: 70.42F | Pitch: 1.4 | Roll: 5.06 | Yaw: 0.29
T: 74.18F | Pitch: 2.5 | Roll: 3.06 | Yaw: 0.51
T: 68.58F | Pitch: 1.81 | Roll: 6.71 | Yaw: 0.28
T: 69.2F | Pitch: -3.78 | Roll: 6.31 | Yaw: 0.76
T: 67.47F | Pitch: 1.73 | Roll: 4.78 | Yaw: -0.43
T: 67.55F | Pitch: 4.74 | Roll: 8.68 | Yaw: -0.37
T: 112.6F | Pitch: 19.84 | Roll: 17.97 | Yaw: -1.15
T: 66.73F | Pitch: -3.08 | Roll: 3.07 | Yaw: -0.89
T: 71.35F | Pitch: 0.41 | Roll: 5.83 | Yaw: -0.26
T: 74.46F | Pitch: -2.35 | Roll: 8.28 | Yaw: 0.59
T: 73.53F | Pitch: -3.42 | Roll: 5.87 | Yaw: -0.62
T: 66.47F | Pitch: 3.14 | Roll: 3.71 | Yaw: -0.89
T: 72.56F | Pitch: -4.31 | Roll: 5.38 | Yaw: 0.69
T: 70.23F | Pitch: 4.84 | Roll: 5.69 | Yaw: 0.17
T: 67.75F | Pitch: -1.67 | Roll: 8.9 | Yaw: 0.91
T: 66.35F | Pitch: -1.45 | Roll: 0.12 | Yaw: 0.62
T: 68.35F | Pitch: 4.42 | Roll: 3.05 | Yaw: -0.77
T: 116.83F | Pitch: -7.29 | Roll: -2.59 | Yaw: 3.87
T: 70.39F | Pitch: -5.0 | Roll: 9.22 | Yaw: 0.53
T: 73.58F | Pitch: -0.39 | Roll: 5.3 | Yaw: -0.8
T: 72.73F | Pitch: -3.73 | Roll: 3.15 | Yaw: -0.09
T: 72.3F | Pitch: 0.43 | Roll: 8.43 | Yaw: -0.14
T: 66.78F | Pitch: 0.79 | Roll: 3.88 | Yaw: 0.14
T: 68.44F | Pitch: -0.45 | Roll: 9.05 | Yaw: 0.84
T: 73.13F | Pitch: -3.78 | Roll: 6.76 | Yaw: -0.13
T: 65.99F | Pitch: -1.32 | Roll: 8.62 | Yaw: 0.63
T: 74.28F | Pitch: 0.85 | Roll: 1.46 | Yaw: 0.36
T: 66.41F | Pitch: 4.74 | Roll: 3.07 | Yaw: -0.21
T: 67.0F | Pitch: -1.87 | Roll: 7.42 | Yaw: 1.0
T: 73.1F | Pitch: -2.88 | Roll: 2.64 | Yaw: 0.91
T: 66.14F | Pitch: -3.84 | Roll: 2.19 | Yaw: -0.01
T: 73.29F | Pitch: -2.06 | Roll: 4.97 | Yaw: -0.7
T: 67.31F | Pitch: 0.02 | Roll: 7.86 | Yaw: 0.76
T: 70.04F | Pitch: -0.71 | Roll: 4.0 | Yaw: -0.19
T: 67.19F | Pitch: -2.56 | Roll: 7.02 | Yaw: 0.14
T: 66.68F | Pitch: 4.75 | Roll: 2.22 | Yaw: 0.64
T: 65.83F | Pitch: -1.46 | Roll: 5.62 | Yaw: 0.1
T: 72.79F | Pitch: -2.25 | Roll: 5.98 | Yaw: 0.0
T: 72.39F | Pitch: -0.03 | Roll: 8.2 | Yaw: 0.49
T: 66.93F | Pitch: -4.81 | Roll: 0.19 | Yaw: -0.03
T: 66.43F | Pitch: -3.47 | Roll: 5.91 | Yaw: 0.79
T: 73.91F | Pitch: 4.31 | Roll: 1.28 | Yaw: 0.86
T: 71.24F | Pitch: -1.19 | Roll: 5.82 | Yaw: 0.93
T: 67.52F | Pitch: 4.47 | Roll: 1.87 | Yaw: 0.04
T: 65.11F | Pitch: -2.21 | Roll: 8.12 | Yaw: -0.7
T: 73.23F | Pitch: 3.54 | Roll: 0.99 | Yaw: 0.44
T: 67.64F | Pitch: -1.73 | Roll: 6.38 | Yaw: -0.89
T: 67.32F | Pitch: -4.16 | Roll: 3.24 | Yaw: 0.02
T: 70.8F | Pitch: -0.62 | Roll: 0.96 | Yaw: -0.57
T: 66.99F | Pitch: -4.81 | Roll: 1.08 | Yaw: -0.33
T: 73.73F | Pitch: -1.43 | Roll: 1.6 | Yaw: 0.83
T: 71.07F | Pitch: 0.7 | Roll: 6.83 | Yaw: 0.37
T: 73.92F | Pitch: -2.73 | Roll: 3.9 | Yaw: -0.62
T: 72.02F | Pitch: -3.83 | Roll: 1.27 | Yaw: 0.85
T: 65.77F | Pitch: -3.09 | Roll: 3.41 | Yaw: -0.23
T: 72.62F | Pitch: -1.88 | Roll: 4.62 | Yaw: 0.56
T: 65.81F | Pitch: 3.11 | Roll: 6.94 | Yaw: 0.89
T: 65.29F | Pitch: -0.71 | Roll: 1.4 | Yaw: -0.33
T: 67.71F | Pitch: 0.37 | Roll: 2.13 | Yaw: 0.66
